satisfaction,evaluation,number_of_projects,average_montly_hours,time_spend_company,work_accident,churn,promotion,department,salary
0.7,950.0,four,231.0,3+,no,no,no,support,medium
0.68,840.0,three,270.0,3+,no,no,no,support,high
0.69,750.0,five,196.0,3+,no,no,no,support,medium
0.97,830.0,three,238.0,2+,no,no,no,support,medium
0.62,890.0,four,261.0,2+,no,no,no,technical,medium
0.55,870.0,three,201.0,2+,no,no,no,technical,medium
0.61,730.0,three,252.0,3+,no,no,no,technical,high
0.15,810.0,three,191.0,5+,no,no,no,management,medium
0.84,860.0,three,199.0,3+,no,no,no,IT,medium
0.87,640.0,five,234.0,2+,yes,no,no,IT,medium
0.93,860.0,four,192.0,4+,no,no,no,IT,high
0.14,730.0,six,237.0,5+,no,no,no,IT,medium
0.96,700.0,three,207.0,3+,no,no,no,IT,high
0.41,630.0,two,145.0,2+,no,no,no,product_mng,low
0.84,960.0,six,155.0,5+,no,no,no,product_mng,medium
0.94,690.0,five,145.0,2+,no,no,no,product_mng,medium
0.6,860.0,six,247.0,6+,no,no,no,product_mng,medium
0.7,730.0,four,182.0,3+,no,no,no,IT,medium
0.29,910.0,four,183.0,4+,no,no,no,RandD,low
0.31,510.0,two,146.0,3+,no,no,no,RandD,low
0.73,990.0,three,241.0,3+,no,no,no,RandD,low
0.51,520.0,five,261.0,3+,yes,no,no,RandD,low
0.58,770.0,four,140.0,3+,no,no,no,RandD,low
0.59,970.0,three,257.0,3+,no,no,no,marketing,low
0.95,900.0,three,186.0,2+,no,no,no,marketing,low
0.84,930.0,three,159.0,3+,no,no,no,sales,low
0.28,370.0,three,164.0,4+,yes,no,no,accounting,low
0.94,520.0,four,217.0,6+,yes,no,no,support,low
0.49,590.0,four,137.0,4+,no,no,no,technical,high
0.72,500.0,four,164.0,2+,yes,no,no,management,low
0.19,850.0,five,249.0,3+,no,no,no,marketing,low
0.83,950.0,three,264.0,2+,no,no,no,marketing,low
0.79,920.0,four,208.0,2+,yes,no,no,marketing,low
0.72,610.0,three,175.0,3+,no,no,no,sales,high
0.97,740.0,four,209.0,2+,no,no,no,,low
0.92,830.0,four,268.0,4+,no,no,no,sales,low
0.95,530.0,three,264.0,3+,no,no,no,sales,low
0.76,640.0,four,234.0,2+,no,no,no,sales,high
0.24,620.0,five,199.0,4+,no,no,no,sales,low
0.89,990.0,four,205.0,2+,no,no,yes,sales,medium
0.69,630.0,five,140.0,4+,no,no,yes,sales,high
0.92,980.0,three,257.0,3+,no,no,yes,sales,medium
0.79,610.0,four,227.0,2+,no,no,yes,sales,high
0.87,940.0,four,189.0,3+,no,no,yes,sales,medium
0.89,880.0,five,241.0,2+,yes,no,no,sales,medium
0.75,770.0,five,199.0,4+,no,no,no,sales,medium
0.78,600.0,four,206.0,3+,no,no,no,sales,medium
0.13,620.0,five,268.0,3+,no,no,no,sales,medium
0.94,860.0,three,221.0,3+,yes,no,no,sales,medium
0.94,880.0,four,262.0,2+,no,no,no,sales,medium
0.67,600.0,five,253.0,6+,no,no,no,sales,medium
0.6,730.0,five,241.0,3+,no,no,no,sales,high
0.62,940.0,four,252.0,4+,no,no,no,accounting,low
0.38,520.0,two,171.0,3+,no,no,no,accounting,medium
0.8,770.0,four,194.0,3+,no,no,no,accounting,medium
0.61,420.0,three,104.0,2+,no,no,no,hr,medium
0.61,560.0,four,176.0,3+,no,no,no,hr,medium
0.66,800.0,four,192.0,3+,no,no,no,hr,medium
0.56,740.0,three,154.0,2+,no,no,no,hr,medium
1.0,550.0,four,186.0,4+,yes,no,no,technical,medium
0.73,860.0,three,200.0,4+,no,no,no,technical,medium
0.6,660.0,four,132.0,4+,no,no,no,technical,medium
0.78,590.0,five,236.0,3+,no,no,no,technical,high
0.48,530.0,three,211.0,4+,no,no,no,technical,low
0.9,770.0,four,273.0,2+,no,no,no,technical,low
0.16,760.0,four,223.0,4+,no,no,no,technical,low
0.5,750.0,three,204.0,2+,no,no,no,technical,high
0.66,650.0,three,196.0,3+,yes,no,no,technical,low
0.44,370.0,two,219.0,2+,no,no,no,technical,low
0.95,670.0,four,261.0,3+,no,no,no,technical,low
0.9,650.0,three,254.0,2+,no,no,no,support,high
0.27,480.0,four,185.0,2+,no,no,no,support,low
0.51,740.0,six,98.0,3+,no,no,no,support,low
0.68,760.0,three,260.0,4+,no,no,no,support,low
0.97,930.0,five,137.0,2+,yes,no,no,support,low
0.91,750.0,four,159.0,3+,yes,no,no,support,low
0.76,880.0,five,265.0,4+,no,no,no,support,low
0.88,610.0,four,177.0,4+,yes,no,no,support,low
0.83,730.0,four,247.0,2+,no,no,no,support,medium
0.78,540.0,three,161.0,3+,no,no,no,support,medium
0.52,380.0,two,103.0,3+,no,no,no,support,medium
0.63,490.0,four,151.0,3+,no,no,no,technical,medium
0.9,740.0,three,193.0,3+,no,no,no,technical,medium
0.48,580.0,three,194.0,3+,no,no,no,technical,medium
0.7,600.0,five,208.0,3+,no,no,no,management,medium
0.68,660.0,four,229.0,3+,no,no,no,IT,medium
0.7,870.0,three,166.0,2+,no,no,no,IT,medium
0.77,500.0,three,141.0,3+,no,no,no,IT,medium
0.73,930.0,three,249.0,2+,no,no,no,IT,medium
0.87,480.0,four,264.0,3+,no,no,no,IT,medium
0.65,980.0,three,252.0,2+,no,no,no,product_mng,high
0.62,700.0,two,134.0,3+,no,no,no,product_mng,low
0.53,510.0,three,274.0,2+,yes,no,no,product_mng,medium
0.59,390.0,five,200.0,4+,no,no,no,product_mng,medium
0.87,720.0,two,154.0,3+,no,no,no,IT,medium
0.47,530.0,three,111.0,4+,no,no,no,RandD,medium
0.96,810.0,three,247.0,3+,no,no,no,RandD,low
0.79,740.0,three,169.0,3+,no,no,no,RandD,low
0.84,600.0,three,250.0,3+,yes,no,no,RandD,low
0.68,490.0,three,178.0,3+,yes,no,no,RandD,low
0.86,660.0,four,251.0,3+,no,no,no,RandD,low
0.73,980.0,five,272.0,2+,no,no,no,marketing,low
0.9,670.0,two,229.0,4+,no,no,no,sales,low
0.63,640.0,three,180.0,3+,no,no,no,accounting,low
0.71,720.0,three,271.0,2+,no,no,no,support,low
0.71,680.0,five,226.0,3+,no,no,no,technical,low
0.95,620.0,four,150.0,2+,no,no,no,management,low
0.51,860.0,four,260.0,3+,yes,no,no,marketing,low
0.77,910.0,four,161.0,3+,no,no,no,marketing,low
0.48,510.0,three,136.0,3+,no,no,no,marketing,low
0.93,910.0,two,238.0,2+,yes,no,no,sales,low
0.83,860.0,four,98.0,4+,no,no,no,sales,low
0.61,730.0,five,156.0,4+,no,no,no,sales,low
0.97,890.0,four,248.0,2+,no,no,no,sales,low
0.5,810.0,three,170.0,2+,no,no,no,sales,low
0.84,540.0,three,245.0,3+,no,no,no,sales,low
0.58,380.0,four,203.0,5+,no,no,no,sales,low
0.59,720.0,three,182.0,3+,no,no,no,sales,medium
0.77,830.0,three,175.0,3+,no,no,yes,sales,medium
0.78,400.0,four,145.0,5+,yes,no,yes,sales,medium
0.6,960.0,four,220.0,3+,yes,no,yes,sales,medium
0.53,770.0,four,259.0,2+,yes,no,yes,sales,medium
0.73,690.0,three,228.0,2+,no,no,yes,sales,medium
0.76,940.0,three,189.0,3+,no,no,no,sales,medium
0.12,610.0,six,257.0,3+,no,no,no,sales,medium
0.2,980.0,three,180.0,6+,no,no,no,sales,medium
0.5,770.0,four,180.0,3+,no,no,no,sales,medium
0.79,650.0,five,215.0,2+,yes,no,no,sales,medium
0.96,680.0,three,132.0,2+,no,no,no,sales,medium
0.26,690.0,five,213.0,2+,no,no,no,accounting,high
0.8,720.0,four,173.0,3+,no,no,no,accounting,low
0.43,710.0,three,186.0,2+,no,no,no,accounting,medium
0.87,710.0,four,157.0,2+,no,no,no,hr,medium
0.63,750.0,four,175.0,4+,no,no,no,hr,medium
0.58,480.0,three,135.0,3+,yes,no,no,hr,medium
0.2,420.0,four,256.0,5+,no,no,no,hr,low
0.62,710.0,four,268.0,3+,no,no,no,technical,low
0.91,940.0,five,159.0,3+,no,no,no,technical,low
0.66,910.0,three,191.0,4+,no,no,no,technical,low
0.53,810.0,three,275.0,2+,no,no,no,technical,low
0.52,980.0,five,217.0,2+,yes,no,no,technical,low
1.0,880.0,six,201.0,4+,no,no,no,technical,low
0.73,670.0,four,205.0,3+,no,no,no,technical,low
0.65,670.0,three,240.0,2+,yes,no,no,technical,low
0.5,950.0,five,137.0,3+,no,no,no,technical,low
0.94,590.0,four,241.0,2+,no,no,no,technical,low
0.48,860.0,five,198.0,4+,no,no,no,technical,low
0.67,870.0,five,254.0,2+,no,no,no,support,low
0.73,940.0,four,262.0,3+,no,no,no,support,low
0.63,710.0,four,244.0,2+,no,no,no,support,low
0.84,840.0,four,266.0,3+,no,no,no,support,low
0.2,940.0,six,191.0,5+,no,no,no,support,low
0.76,570.0,three,148.0,3+,yes,no,no,support,low
0.55,540.0,three,233.0,2+,no,no,no,support,low
0.8,550.0,four,178.0,2+,yes,no,no,support,low
0.64,910.0,three,165.0,3+,yes,no,no,support,low
0.59,970.0,five,179.0,6+,no,no,no,support,medium
0.92,980.0,three,149.0,3+,no,no,no,support,medium
0.75,760.0,three,269.0,2+,yes,no,no,technical,medium
0.69,740.0,five,227.0,2+,no,no,no,technical,medium
0.82,930.0,three,247.0,3+,no,no,no,technical,medium
0.88,850.0,three,220.0,3+,no,no,no,management,medium
0.89,910.0,three,233.0,2+,no,no,no,IT,medium
1.0,790.0,five,171.0,5+,no,no,no,IT,medium
0.66,910.0,four,234.0,2+,yes,no,no,IT,medium
0.76,920.0,three,176.0,2+,no,no,no,IT,medium
0.8,620.0,five,190.0,4+,yes,no,no,IT,medium
0.58,860.0,four,168.0,2+,no,no,no,product_mng,medium
0.73,930.0,three,205.0,3+,no,no,no,product_mng,high
1.0,730.0,five,189.0,3+,yes,no,no,product_mng,low
0.18,900.0,four,282.0,4+,no,no,no,product_mng,medium
0.47,460.0,two,152.0,2+,no,no,no,IT,medium
0.92,640.0,four,217.0,4+,no,no,no,RandD,medium
0.51,500.0,four,130.0,3+,no,no,no,RandD,medium
0.81,620.0,four,153.0,4+,no,no,no,RandD,low
0.52,570.0,three,270.0,3+,no,no,no,RandD,low
0.95,960.0,three,220.0,3+,no,no,no,RandD,low
0.93,640.0,four,253.0,3+,no,no,no,RandD,low
0.98,670.0,four,209.0,6+,no,no,no,marketing,low
0.79,790.0,four,231.0,2+,no,no,no,sales,low
0.99,730.0,four,240.0,4+,no,no,no,accounting,low
0.64,900.0,five,266.0,3+,no,no,no,support,low
0.54,440.0,three,153.0,2+,no,no,no,technical,low
0.79,590.0,four,187.0,2+,no,no,no,management,low
0.55,980.0,four,185.0,2+,yes,no,no,marketing,low
0.18,810.0,four,147.0,4+,no,no,no,marketing,low
0.56,810.0,four,188.0,3+,yes,no,no,marketing,low
0.92,670.0,two,252.0,2+,no,no,no,sales,low
0.99,750.0,four,163.0,2+,no,no,no,sales,low
0.77,850.0,four,189.0,2+,no,no,no,sales,low
0.49,520.0,three,156.0,2+,no,no,no,sales,low
0.98,580.0,three,183.0,3+,no,no,no,sales,low
0.18,540.0,six,209.0,5+,yes,no,no,sales,low
0.8,820.0,four,271.0,4+,no,no,no,sales,low
0.81,770.0,five,251.0,2+,no,no,no,sales,low
0.13,610.0,five,198.0,5+,no,no,no,sales,medium
0.58,970.0,three,274.0,4+,yes,no,yes,sales,medium
0.75,630.0,four,209.0,3+,no,no,yes,sales,medium
0.8,940.0,four,271.0,4+,no,no,yes,sales,medium
0.78,600.0,four,143.0,2+,no,no,yes,sales,medium
0.92,600.0,five,236.0,3+,yes,no,yes,sales,medium
0.85,980.0,five,222.0,3+,no,no,yes,sales,medium
0.52,630.0,three,233.0,3+,no,no,yes,sales,medium
0.95,840.0,three,270.0,3+,yes,no,yes,sales,medium
0.81,920.0,five,258.0,3+,no,no,yes,sales,medium
0.16,820.0,six,202.0,4+,yes,no,yes,sales,medium
0.91,740.0,three,150.0,2+,no,no,no,accounting,medium
0.62,510.0,four,193.0,3+,no,no,no,accounting,high
0.24,420.0,five,210.0,5+,no,no,no,accounting,low
0.88,510.0,three,208.0,3+,no,no,no,hr,medium
0.94,730.0,three,196.0,3+,no,no,no,hr,medium
0.76,790.0,five,187.0,4+,no,no,no,hr,medium
0.49,670.0,three,140.0,2+,no,no,no,hr,medium
0.93,900.0,four,256.0,4+,no,no,no,technical,low
0.92,660.0,,113.0,3+,no,no,no,technical,low
0.19,940.0,four,196.0,5+,no,no,no,technical,low
0.66,760.0,three,170.0,3+,no,no,no,technical,low
0.16,940.0,four,261.0,6+,no,no,no,technical,low
0.83,990.0,five,132.0,3+,no,no,no,technical,low
0.69,530.0,three,153.0,3+,no,no,no,technical,low
0.82,530.0,three,147.0,3+,yes,no,no,technical,low
0.88,,five,244.0,2+,no,no,no,technical,low
0.31,420.0,four,108.0,4+,no,no,no,technical,low
0.83,490.0,four,218.0,2+,no,no,no,technical,low
0.94,520.0,five,133.0,3+,no,no,no,support,low
0.65,790.0,five,233.0,3+,no,no,no,support,low
0.6,600.0,four,147.0,3+,no,no,no,support,low
0.52,430.0,three,176.0,3+,no,no,no,support,low
0.66,890.0,four,169.0,4+,no,no,no,support,low
0.87,870.0,,144.0,3+,no,no,no,support,low
0.2,990.0,five,151.0,3+,yes,no,no,support,low
0.63,910.0,four,252.0,3+,yes,no,no,support,medium
0.69,980.0,four,180.0,3+,no,no,no,support,medium
0.48,610.0,three,251.0,3+,no,no,no,support,medium
0.8,800.0,four,263.0,4+,no,no,no,support,medium
0.89,740.0,five,260.0,6+,no,no,no,technical,medium
0.67,630.0,three,227.0,3+,no,no,no,technical,medium
0.37,860.0,six,260.0,3+,no,no,no,technical,medium
0.93,610.0,five,158.0,3+,no,no,no,management,medium
0.69,520.0,three,186.0,3+,no,no,no,IT,medium
0.16,610.0,four,171.0,6+,no,no,no,IT,medium
0.81,550.0,three,199.0,2+,yes,no,no,IT,medium
0.97,630.0,five,258.0,2+,no,no,no,IT,medium
0.77,590.0,four,273.0,2+,no,no,no,IT,high
0.75,780.0,two,259.0,3+,no,no,no,product_mng,low
0.88,820.0,three,265.0,3+,no,no,no,product_mng,medium
0.43,510.0,five,168.0,4+,no,no,no,product_mng,medium
0.99,990.0,four,163.0,4+,no,no,no,product_mng,medium
0.59,650.0,five,265.0,3+,no,no,no,IT,medium
0.89,710.0,four,190.0,3+,no,no,no,RandD,low
0.54,730.0,three,157.0,3+,no,no,no,RandD,low
0.32,860.0,four,266.0,4+,no,no,no,RandD,low
0.17,550.0,six,240.0,6+,no,no,no,RandD,low
0.78,550.0,three,143.0,3+,no,no,no,RandD,low
0.73,680.0,three,121.0,5+,no,no,no,RandD,low
0.65,760.0,two,170.0,5+,no,no,no,IT,low
0.8,710.0,four,161.0,4+,no,no,no,IT,low
0.61,860.0,three,239.0,3+,no,no,no,IT,low
0.67,490.0,three,224.0,3+,no,no,no,IT,low
0.63,570.0,three,242.0,3+,no,no,no,product_mng,low
0.51,580.0,four,140.0,2+,yes,no,no,product_mng,low
0.82,590.0,five,170.0,3+,no,no,no,product_mng,low
0.79,670.0,five,156.0,2+,no,no,no,product_mng,low
0.49,600.0,two,113.0,5+,no,no,no,IT,low
0.7,590.0,three,138.0,3+,no,no,no,RandD,low
0.13,500.0,three,137.0,5+,no,no,no,RandD,low
0.83,520.0,five,217.0,3+,no,no,no,RandD,low
0.83,910.0,three,155.0,3+,no,no,no,RandD,low
0.19,830.0,five,280.0,4+,no,no,no,RandD,low
0.8,810.0,five,248.0,2+,yes,no,no,RandD,low
0.49,670.0,two,190.0,8+,no,no,no,marketing,medium
0.92,990.0,three,176.0,8+,no,no,no,sales,medium
0.81,550.0,four,217.0,8+,no,no,no,accounting,medium
0.62,910.0,three,269.0,8+,no,no,no,support,medium
0.21,700.0,three,238.0,8+,no,no,no,technical,medium
0.95,740.0,five,243.0,6+,no,no,no,management,medium
0.51,800.0,four,198.0,6+,no,no,no,marketing,medium
0.52,890.0,three,188.0,6+,no,no,no,marketing,medium
0.64,560.0,three,257.0,6+,no,no,no,marketing,medium
0.62,790.0,four,268.0,6+,no,no,no,sales,medium
0.73,880.0,five,233.0,4+,yes,no,no,sales,medium
0.32,860.0,four,214.0,5+,no,no,no,sales,medium
0.78,960.0,two,285.0,3+,no,no,no,sales,high
0.65,910.0,four,224.0,2+,yes,no,no,sales,low
0.56,920.0,four,224.0,3+,no,no,no,sales,medium
0.96,890.0,three,142.0,4+,no,no,no,sales,medium
0.79,820.0,four,220.0,3+,no,no,no,sales,medium
0.66,580.0,four,244.0,3+,no,no,no,sales,medium
0.67,680.0,four,171.0,3+,no,no,no,sales,low
0.86,820.0,four,274.0,2+,yes,no,no,sales,low
0.57,,four,214.0,2+,yes,no,no,sales,low
0.86,870.0,five,171.0,2+,no,no,no,sales,low
0.52,590.0,five,150.0,2+,no,no,no,sales,low
0.73,610.0,four,260.0,2+,yes,no,no,sales,low
0.78,630.0,five,259.0,3+,no,no,no,sales,low
0.95,630.0,three,153.0,2+,no,no,no,sales,low
0.75,610.0,three,263.0,3+,no,no,no,sales,low
0.83,520.0,two,149.0,2+,yes,no,no,sales,low
0.48,1000.0,four,261.0,3+,no,no,no,accounting,low
0.3,580.0,two,189.0,4+,yes,no,no,accounting,low
0.72,850.0,five,237.0,4+,no,no,no,accounting,low
0.61,520.0,three,224.0,3+,no,no,no,hr,low
0.31,870.0,six,240.0,3+,yes,no,no,hr,low
0.62,810.0,three,245.0,2+,yes,no,no,hr,low
0.48,490.0,three,268.0,3+,no,no,no,hr,low
0.97,890.0,four,208.0,2+,yes,no,no,technical,low
0.61,830.0,four,153.0,2+,no,no,no,technical,low
0.93,990.0,three,169.0,3+,no,no,no,technical,low
0.89,390.0,five,218.0,2+,no,no,no,technical,low
0.95,900.0,three,155.0,3+,no,no,no,technical,medium
0.36,440.0,five,155.0,3+,no,no,no,technical,medium
0.29,390.0,six,105.0,6+,no,no,no,technical,medium
0.65,830.0,four,251.0,2+,no,no,no,technical,medium
0.72,540.0,four,219.0,2+,no,no,no,technical,medium
0.51,560.0,four,198.0,2+,yes,no,no,technical,medium
0.54,530.0,four,158.0,2+,no,no,no,technical,medium
0.66,580.0,three,157.0,2+,no,no,no,support,medium
0.59,540.0,four,178.0,2+,no,no,no,support,medium
0.45,480.0,three,145.0,2+,no,no,no,support,medium
0.15,910.0,five,230.0,3+,no,no,no,support,medium
0.95,530.0,three,174.0,3+,no,no,no,support,medium
0.49,590.0,five,140.0,3+,no,no,no,support,high
0.68,970.0,three,174.0,2+,no,no,no,support,low
0.7,760.0,four,173.0,2+,no,no,no,support,medium
0.9,730.0,two,203.0,4+,no,no,no,support,medium
0.94,950.0,five,170.0,3+,no,no,no,support,medium
0.8,860.0,three,203.0,3+,no,no,no,support,medium
0.59,530.0,five,169.0,3+,no,no,no,technical,low
0.43,960.0,three,109.0,6+,no,no,no,technical,low
0.7,540.0,five,263.0,3+,no,no,no,technical,low
0.51,620.0,four,185.0,3+,no,no,no,management,low
0.12,490.0,four,191.0,5+,no,no,no,IT,low
0.14,560.0,five,259.0,4+,yes,no,no,IT,low
0.86,910.0,four,253.0,3+,no,no,no,IT,low
0.97,500.0,three,216.0,3+,no,no,no,IT,low
1.0,860.0,two,264.0,3+,no,no,no,IT,medium
0.49,630.0,three,181.0,3+,yes,no,no,product_mng,medium
0.9,930.0,three,209.0,3+,no,no,no,product_mng,medium
0.82,890.0,four,239.0,2+,no,no,no,product_mng,medium
0.59,480.0,three,197.0,3+,no,no,no,product_mng,medium
0.97,570.0,four,150.0,2+,no,no,no,IT,medium
0.69,880.0,three,164.0,10+,no,no,no,management,medium
0.73,840.0,three,216.0,8+,no,no,no,management,medium
0.48,740.0,two,271.0,8+,yes,no,no,management,medium
0.94,490.0,four,176.0,8+,no,no,no,management,medium
0.74,730.0,three,156.0,8+,no,no,no,management,medium
0.65,630.0,four,143.0,8+,no,no,no,management,medium
0.93,940.0,four,233.0,6+,no,no,no,IT,medium
0.57,670.0,three,138.0,6+,yes,no,no,IT,medium
0.9,490.0,three,259.0,6+,no,no,no,IT,medium
0.55,860.0,four,169.0,6+,no,no,no,IT,medium
0.59,730.0,three,172.0,6+,no,no,no,product_mng,medium
0.72,980.0,four,156.0,3+,no,no,no,product_mng,medium
0.87,520.0,four,140.0,3+,no,no,no,product_mng,medium
0.86,820.0,four,212.0,2+,no,no,no,product_mng,medium
0.61,500.0,four,269.0,3+,no,no,no,IT,medium
0.45,630.0,five,111.0,5+,no,no,no,management,medium
0.51,630.0,four,198.0,2+,no,no,no,management,medium
0.87,920.0,four,263.0,3+,no,no,no,management,medium
0.29,380.0,five,191.0,5+,no,no,no,management,medium
0.57,640.0,three,188.0,3+,no,no,no,management,medium
0.69,830.0,four,252.0,3+,no,no,no,management,medium
0.61,900.0,two,142.0,3+,no,no,no,marketing,high
0.96,850.0,four,247.0,3+,no,no,no,sales,high
0.16,610.0,six,269.0,2+,no,no,no,accounting,high
0.96,820.0,four,244.0,3+,no,no,no,support,high
0.77,810.0,four,164.0,3+,no,no,no,technical,high
0.85,870.0,six,232.0,5+,no,no,no,management,high
0.37,490.0,three,177.0,3+,no,no,no,marketing,high
0.68,650.0,three,173.0,3+,yes,no,no,marketing,high
0.87,600.0,five,165.0,2+,yes,no,no,marketing,high
0.95,800.0,three,225.0,2+,no,no,no,sales,high
0.84,630.0,three,121.0,3+,yes,no,no,sales,low
0.44,510.0,two,219.0,4+,no,no,no,sales,low
0.94,730.0,four,204.0,2+,no,no,no,sales,low
0.85,940.0,five,235.0,4+,no,no,no,sales,low
0.75,510.0,two,215.0,2+,yes,no,no,,low
0.76,670.0,five,243.0,3+,no,no,no,sales,low
0.13,970.0,four,162.0,6+,no,no,no,sales,low
0.6,790.0,four,262.0,3+,no,no,no,sales,low
0.45,550.0,four,206.0,2+,no,no,no,sales,low
0.49,1000.0,two,125.0,4+,yes,no,no,sales,low
0.19,360.0,three,167.0,5+,no,no,no,sales,low
0.68,890.0,five,218.0,5+,no,no,no,sales,low
0.53,910.0,five,181.0,3+,no,no,no,sales,low
1.0,770.0,five,269.0,3+,no,no,no,sales,low
0.99,860.0,three,167.0,2+,no,no,no,sales,low
0.29,750.0,six,271.0,10+,no,no,no,sales,medium
0.54,830.0,four,201.0,8+,yes,no,no,sales,medium
0.25,900.0,six,229.0,8+,no,no,no,sales,medium
0.71,760.0,four,148.0,8+,no,no,no,accounting,medium
0.96,840.0,three,147.0,8+,no,no,no,accounting,medium
0.8,900.0,four,211.0,8+,no,no,no,accounting,medium
0.82,870.0,five,145.0,6+,no,no,no,hr,medium
0.19,970.0,six,269.0,6+,no,no,no,hr,medium
0.43,740.0,four,129.0,6+,no,no,no,hr,medium
0.62,840.0,three,270.0,6+,no,no,no,hr,medium
0.75,850.0,three,250.0,6+,no,no,no,technical,medium
0.56,480.0,five,192.0,2+,yes,no,no,technical,medium
0.88,910.0,four,233.0,4+,no,no,no,technical,high
0.63,570.0,four,192.0,3+,no,no,no,technical,high
0.75,930.0,three,247.0,2+,no,no,no,technical,high
0.74,1000.0,four,192.0,4+,no,no,no,technical,high
0.55,680.0,three,178.0,3+,yes,no,no,technical,high
0.87,550.0,four,197.0,3+,no,no,no,technical,high
0.13,900.0,five,264.0,6+,no,no,no,technical,high
0.33,640.0,two,274.0,3+,yes,no,no,technical,high
0.89,970.0,four,147.0,2+,no,no,no,technical,low
0.56,940.0,three,154.0,3+,yes,no,no,support,low
0.95,610.0,three,224.0,2+,yes,no,no,support,low
0.57,590.0,four,250.0,2+,no,no,no,support,low
0.72,530.0,three,179.0,3+,no,no,no,support,low
0.28,440.0,four,170.0,2+,no,no,no,support,low
0.54,610.0,four,118.0,5+,no,no,no,support,low
0.54,950.0,four,256.0,3+,no,no,no,support,low
0.99,800.0,three,209.0,2+,no,no,no,support,medium
0.37,690.0,two,146.0,3+,no,no,no,support,medium
0.77,870.0,three,275.0,4+,yes,no,no,support,medium
0.7,880.0,four,180.0,2+,no,no,no,support,medium
0.8,740.0,three,228.0,3+,no,no,no,technical,medium
0.52,630.0,three,204.0,3+,no,no,no,technical,medium
0.69,550.0,three,172.0,2+,no,no,no,technical,medium
0.6,620.0,five,274.0,3+,no,no,no,management,medium
0.74,640.0,three,136.0,2+,no,no,no,IT,medium
0.69,820.0,four,252.0,3+,yes,no,no,IT,medium
0.78,890.0,four,137.0,3+,no,no,no,IT,medium
0.77,750.0,four,191.0,3+,no,no,no,IT,medium
0.91,680.0,four,132.0,4+,no,no,no,IT,medium
0.54,680.0,six,249.0,5+,no,no,no,product_mng,medium
0.48,770.0,six,274.0,6+,no,no,no,product_mng,medium
0.55,960.0,three,194.0,3+,no,no,no,product_mng,medium
0.17,360.0,six,191.0,2+,no,no,no,product_mng,medium
0.77,830.0,five,216.0,4+,no,no,no,IT,medium
0.93,980.0,three,241.0,3+,no,no,no,IT,medium
0.65,910.0,four,243.0,5+,yes,no,no,IT,medium
0.67,520.0,four,207.0,3+,no,no,no,IT,medium
0.95,880.0,three,199.0,3+,no,no,no,IT,medium
0.61,970.0,six,286.0,4+,no,no,no,product_mng,medium
0.57,390.0,four,132.0,3+,no,no,no,product_mng,high
0.65,1000.0,four,229.0,4+,no,no,no,product_mng,low
0.85,810.0,four,260.0,3+,no,no,no,product_mng,medium
0.61,960.0,three,214.0,2+,no,no,no,IT,medium
0.65,900.0,six,217.0,4+,yes,no,yes,RandD,medium
0.92,930.0,four,225.0,2+,no,no,yes,RandD,medium
0.37,410.0,two,113.0,3+,no,no,yes,RandD,medium
0.48,770.0,five,250.0,2+,no,no,yes,RandD,medium
0.82,910.0,five,271.0,2+,no,no,yes,RandD,medium
0.84,750.0,four,135.0,3+,no,no,yes,RandD,medium
0.57,460.0,two,100.0,6+,yes,no,yes,marketing,medium
0.8,750.0,four,224.0,3+,no,no,yes,sales,medium
0.49,910.0,four,134.0,4+,no,no,no,accounting,low
0.79,820.0,five,158.0,2+,no,no,no,support,low
0.48,670.0,three,183.0,2+,no,no,no,technical,low
0.28,890.0,four,97.0,6+,no,no,no,management,low
0.47,560.0,four,226.0,3+,no,no,no,marketing,low
0.91,600.0,four,235.0,4+,yes,no,no,marketing,low
0.75,600.0,four,186.0,10+,yes,no,no,marketing,low
0.61,890.0,three,242.0,10+,no,no,no,sales,high
0.47,790.0,three,284.0,10+,no,no,no,sales,low
0.22,700.0,two,274.0,10+,no,no,no,sales,high
0.5,480.0,four,130.0,10+,no,no,no,sales,high
0.56,870.0,three,146.0,10+,no,no,no,,low
0.84,850.0,four,207.0,10+,no,no,no,sales,low
0.69,720.0,four,210.0,2+,yes,no,no,,high
0.53,640.0,three,143.0,2+,no,no,no,sales,low
0.17,570.0,four,116.0,3+,no,no,no,sales,medium
0.48,710.0,two,162.0,3+,yes,no,no,sales,high
0.94,510.0,three,242.0,3+,no,no,no,sales,medium
0.77,890.0,four,153.0,7+,no,no,no,sales,medium
1.0,,five,194.0,7+,yes,no,no,sales,medium
0.49,650.0,four,233.0,7+,no,no,no,sales,medium
0.93,730.0,four,283.0,7+,no,no,no,sales,high
0.38,430.0,three,188.0,7+,no,no,no,sales,medium
0.6,540.0,four,182.0,6+,no,no,no,sales,medium
0.5,820.0,two,286.0,6+,no,no,no,sales,medium
0.97,550.0,five,212.0,6+,no,no,no,sales,high
0.93,950.0,five,176.0,6+,no,no,yes,accounting,medium
0.5,1000.0,five,264.0,8+,no,no,yes,accounting,high
0.52,840.0,three,261.0,8+,no,no,yes,accounting,low
0.5,710.0,four,163.0,8+,no,no,yes,hr,medium
0.55,400.0,three,139.0,8+,no,no,yes,hr,medium
0.95,840.0,three,261.0,8+,yes,no,yes,hr,medium
0.48,420.0,two,275.0,6+,yes,no,yes,hr,medium
